"ano","uf","genero","mes","numero"
2016,"Rondônia","Masculino","Janeiro",0
2016,"Rondônia","Masculino","Fevereiro",1
2016,"Rondônia","Masculino","Março",0
2016,"Rondônia","Masculino","Abril",1
2016,"Rondônia","Masculino","Maio",0
2016,"Rondônia","Masculino","Junho",2
2016,"Rondônia","Masculino","Julho",0
2016,"Rondônia","Masculino","Agosto",1
2016,"Rondônia","Masculino","Setembro",0
2016,"Rondônia","Masculino","Outubro",1
2016,"Rondônia","Masculino","Novembro",2
2016,"Rondônia","Masculino","Dezembro",0
2016,"Acre","Masculino","Janeiro",0
2016,"Acre","Masculino","Fevereiro",0
2016,"Acre","Masculino","Março",0
2016,"Acre","Masculino","Abril",0
2016,"Acre","Masculino","Maio",0
2016,"Acre","Masculino","Junho",0
2016,"Acre","Masculino","Julho",0
2016,"Acre","Masculino","Agosto",0
2016,"Acre","Masculino","Setembro",0
2016,"Acre","Masculino","Outubro",0
2016,"Acre","Masculino","Novembro",0
2016,"Acre","Masculino","Dezembro",0
2016,"Amazonas","Masculino","Janeiro",7
2016,"Amazonas","Masculino","Fevereiro",1
2016,"Amazonas","Masculino","Março",5
2016,"Amazonas","Masculino","Abril",2
2016,"Amazonas","Masculino","Maio",1
2016,"Amazonas","Masculino","Junho",3
2016,"Amazonas","Masculino","Julho",2
2016,"Amazonas","Masculino","Agosto",2
2016,"Amazonas","Masculino","Setembro",0
2016,"Amazonas","Masculino","Outubro",2
2016,"Amazonas","Masculino","Novembro",3
2016,"Amazonas","Masculino","Dezembro",3
2016,"Roraima","Masculino","Janeiro",0
2016,"Roraima","Masculino","Fevereiro",0
2016,"Roraima","Masculino","Março",0
2016,"Roraima","Masculino","Abril",1
2016,"Roraima","Masculino","Maio",0
2016,"Roraima","Masculino","Junho",0
2016,"Roraima","Masculino","Julho",0
2016,"Roraima","Masculino","Agosto",0
2016,"Roraima","Masculino","Setembro",0
2016,"Roraima","Masculino","Outubro",0
2016,"Roraima","Masculino","Novembro",0
2016,"Roraima","Masculino","Dezembro",1
2016,"Pará","Masculino","Janeiro",4
2016,"Pará","Masculino","Fevereiro",3
2016,"Pará","Masculino","Março",2
2016,"Pará","Masculino","Abril",2
2016,"Pará","Masculino","Maio",2
2016,"Pará","Masculino","Junho",2
2016,"Pará","Masculino","Julho",0
2016,"Pará","Masculino","Agosto",2
2016,"Pará","Masculino","Setembro",6
2016,"Pará","Masculino","Outubro",3
2016,"Pará","Masculino","Novembro",3
2016,"Pará","Masculino","Dezembro",6
2016,"Amapá","Masculino","Janeiro",0
2016,"Amapá","Masculino","Fevereiro",0
2016,"Amapá","Masculino","Março",0
2016,"Amapá","Masculino","Abril",0
2016,"Amapá","Masculino","Maio",1
2016,"Amapá","Masculino","Junho",0
2016,"Amapá","Masculino","Julho",0
2016,"Amapá","Masculino","Agosto",0
2016,"Amapá","Masculino","Setembro",0
2016,"Amapá","Masculino","Outubro",0
2016,"Amapá","Masculino","Novembro",0
2016,"Amapá","Masculino","Dezembro",0
2016,"Tocantins","Masculino","Janeiro",0
2016,"Tocantins","Masculino","Fevereiro",0
2016,"Tocantins","Masculino","Março",0
2016,"Tocantins","Masculino","Abril",1
2016,"Tocantins","Masculino","Maio",0
2016,"Tocantins","Masculino","Junho",0
2016,"Tocantins","Masculino","Julho",0
2016,"Tocantins","Masculino","Agosto",0
2016,"Tocantins","Masculino","Setembro",0
2016,"Tocantins","Masculino","Outubro",1
2016,"Tocantins","Masculino","Novembro",1
2016,"Tocantins","Masculino","Dezembro",1
2016,"Maranhão","Masculino","Janeiro",0
2016,"Maranhão","Masculino","Fevereiro",1
2016,"Maranhão","Masculino","Março",0
2016,"Maranhão","Masculino","Abril",1
2016,"Maranhão","Masculino","Maio",0
2016,"Maranhão","Masculino","Junho",1
2016,"Maranhão","Masculino","Julho",0
2016,"Maranhão","Masculino","Agosto",1
2016,"Maranhão","Masculino","Setembro",1
2016,"Maranhão","Masculino","Outubro",0
2016,"Maranhão","Masculino","Novembro",0
2016,"Maranhão","Masculino","Dezembro",0
2016,"Piauí","Masculino","Janeiro",2
2016,"Piauí","Masculino","Fevereiro",0
2016,"Piauí","Masculino","Março",0
2016,"Piauí","Masculino","Abril",1
2016,"Piauí","Masculino","Maio",0
2016,"Piauí","Masculino","Junho",1
2016,"Piauí","Masculino","Julho",0
2016,"Piauí","Masculino","Agosto",0
2016,"Piauí","Masculino","Setembro",1
2016,"Piauí","Masculino","Outubro",0
2016,"Piauí","Masculino","Novembro",1
2016,"Piauí","Masculino","Dezembro",1
2016,"Ceará","Masculino","Janeiro",6
2016,"Ceará","Masculino","Fevereiro",7
2016,"Ceará","Masculino","Março",4
2016,"Ceará","Masculino","Abril",2
2016,"Ceará","Masculino","Maio",5
