"ano","uf","genero","mes","numero"
2015,"Rondônia","Masculino","Janeiro",1
2015,"Rondônia","Masculino","Fevereiro",0
2015,"Rondônia","Masculino","Março",1
2015,"Rondônia","Masculino","Abril",0
2015,"Rondônia","Masculino","Maio",0
2015,"Rondônia","Masculino","Junho",0
2015,"Rondônia","Masculino","Julho",3
2015,"Rondônia","Masculino","Agosto",1
2015,"Rondônia","Masculino","Setembro",0
2015,"Rondônia","Masculino","Outubro",0
2015,"Rondônia","Masculino","Novembro",0
2015,"Rondônia","Masculino","Dezembro",1
2015,"Acre","Masculino","Janeiro",0
2015,"Acre","Masculino","Fevereiro",0
2015,"Acre","Masculino","Março",0
2015,"Acre","Masculino","Abril",0
2015,"Acre","Masculino","Maio",0
2015,"Acre","Masculino","Junho",0
2015,"Acre","Masculino","Julho",0
2015,"Acre","Masculino","Agosto",0
2015,"Acre","Masculino","Setembro",0
2015,"Acre","Masculino","Outubro",0
2015,"Acre","Masculino","Novembro",0
2015,"Acre","Masculino","Dezembro",0
2015,"Amazonas","Masculino","Janeiro",0
2015,"Amazonas","Masculino","Fevereiro",6
2015,"Amazonas","Masculino","Março",3
2015,"Amazonas","Masculino","Abril",2
2015,"Amazonas","Masculino","Maio",4
2015,"Amazonas","Masculino","Junho",4
2015,"Amazonas","Masculino","Julho",7
2015,"Amazonas","Masculino","Agosto",6
2015,"Amazonas","Masculino","Setembro",0
2015,"Amazonas","Masculino","Outubro",4
2015,"Amazonas","Masculino","Novembro",3
2015,"Amazonas","Masculino","Dezembro",5
2015,"Roraima","Masculino","Janeiro",0
2015,"Roraima","Masculino","Fevereiro",0
2015,"Roraima","Masculino","Março",0
2015,"Roraima","Masculino","Abril",0
2015,"Roraima","Masculino","Maio",0
2015,"Roraima","Masculino","Junho",0
2015,"Roraima","Masculino","Julho",0
2015,"Roraima","Masculino","Agosto",0
2015,"Roraima","Masculino","Setembro",0
2015,"Roraima","Masculino","Outubro",1
2015,"Roraima","Masculino","Novembro",0
2015,"Roraima","Masculino","Dezembro",0
2015,"Pará","Masculino","Janeiro",3
2015,"Pará","Masculino","Fevereiro",1
2015,"Pará","Masculino","Março",2
2015,"Pará","Masculino","Abril",3
2015,"Pará","Masculino","Maio",11
2015,"Pará","Masculino","Junho",11
2015,"Pará","Masculino","Julho",1
2015,"Pará","Masculino","Agosto",3
2015,"Pará","Masculino","Setembro",0
2015,"Pará","Masculino","Outubro",2
2015,"Pará","Masculino","Novembro",3
2015,"Pará","Masculino","Dezembro",15
2015,"Amapá","Masculino","Janeiro",0
2015,"Amapá","Masculino","Fevereiro",1
2015,"Amapá","Masculino","Março",1
2015,"Amapá","Masculino","Abril",0
2015,"Amapá","Masculino","Maio",0
2015,"Amapá","Masculino","Junho",0
2015,"Amapá","Masculino","Julho",1
2015,"Amapá","Masculino","Agosto",0
2015,"Amapá","Masculino","Setembro",0
2015,"Amapá","Masculino","Outubro",0
2015,"Amapá","Masculino","Novembro",0
2015,"Amapá","Masculino","Dezembro",0
2015,"Tocantins","Masculino","Janeiro",1
2015,"Tocantins","Masculino","Fevereiro",1
2015,"Tocantins","Masculino","Março",0
2015,"Tocantins","Masculino","Abril",1
2015,"Tocantins","Masculino","Maio",0
2015,"Tocantins","Masculino","Junho",1
2015,"Tocantins","Masculino","Julho",0
2015,"Tocantins","Masculino","Agosto",1
2015,"Tocantins","Masculino","Setembro",0
2015,"Tocantins","Masculino","Outubro",0
2015,"Tocantins","Masculino","Novembro",1
2015,"Tocantins","Masculino","Dezembro",0
2015,"Maranhão","Masculino","Janeiro",8
2015,"Maranhão","Masculino","Fevereiro",4
2015,"Maranhão","Masculino","Março",1
2015,"Maranhão","Masculino","Abril",5
2015,"Maranhão","Masculino","Maio",1
2015,"Maranhão","Masculino","Junho",2
2015,"Maranhão","Masculino","Julho",6
2015,"Maranhão","Masculino","Agosto",1
2015,"Maranhão","Masculino","Setembro",2
2015,"Maranhão","Masculino","Outubro",6
2015,"Maranhão","Masculino","Novembro",4
2015,"Maranhão","Masculino","Dezembro",10
2015,"Piauí","Masculino","Janeiro",0
2015,"Piauí","Masculino","Fevereiro",0
2015,"Piauí","Masculino","Março",0
2015,"Piauí","Masculino","Abril",1
2015,"Piauí","Masculino","Maio",2
2015,"Piauí","Masculino","Junho",0
2015,"Piauí","Masculino","Julho",2
2015,"Piauí","Masculino","Agosto",1
2015,"Piauí","Masculino","Setembro",1
2015,"Piauí","Masculino","Outubro",0
2015,"Piauí","Masculino","Novembro",0
2015,"Piauí","Masculino","Dezembro",0
2015,"Ceará","Masculino","Janeiro",17
2015,"Ceará","Masculino","Fevereiro",25
2015,"Ceará","Masculino","Março",11
2015,"Ceará","Masculino","Abril",16
2015,"Ceará","Masculino","Maio",18
2015,"Ceará","Masculino","Junho",29
2015,"Ceará","Masculino","Julho",26
2015,"Ceará","Masculino","Agosto",17
2015,"Ceará","Masculino","Setembro",25
2015,"Ceará","Masculino","Outubro",16
2015,"Ceará","Masculino","Novembro",21
2015,"Ceará","Masculino","Dezembro",25
2015,"Rio Grande do Norte","Masculino","Janeiro",0
2015,"Rio Grande do Norte","Masculino","Fevereiro",1
2015,"Rio Grande do Norte","Masculino","Março",3
2015,"Rio Grande do Norte","Masculino","Abril",0
2015,"Rio Grande do Norte","Masculino","Maio",0
2015,"Rio Grande do Norte","Masculino","Junho",0
2015,"Rio Grande do Norte","Masculino","Julho",1
2015,"Rio Grande do Norte","Masculino","Agosto",1
2015,"Rio Grande do Norte","Masculino","Setembro",3
2015,"Rio Grande do Norte","Masculino","Outubro",2
2015,"Rio Grande do Norte","Masculino","Novembro",2
2015,"Rio Grande do Norte","Masculino","Dezembro",4
2015,"Paraíba","Masculino","Janeiro",1
2015,"Paraíba","Masculino","Fevereiro",0
2015,"Paraíba","Masculino","Março",2
2015,"Paraíba","Masculino","Abril",0
2015,"Paraíba","Masculino","Maio",1
2015,"Paraíba","Masculino","Junho",2
2015,"Paraíba","Masculino","Julho",1
2015,"Paraíba","Masculino","Agosto",0
2015,"Paraíba","Masculino","Setembro",2
2015,"Paraíba","Masculino","Outubro",2
2015,"Paraíba","Masculino","Novembro",3
2015,"Paraíba","Masculino","Dezembro",4
2015,"Pernambuco","Masculino","Janeiro",8
2015,"Pernambuco","Masculino","Fevereiro",6
2015,"Pernambuco","Masculino","Março",4
2015,"Pernambuco","Masculino","Abril",8
2015,"Pernambuco","Masculino","Maio",10
2015,"Pernambuco","Masculino","Junho",4
2015,"Pernambuco","Masculino","Julho",3
2015,"Pernambuco","Masculino","Agosto",3
2015,"Pernambuco","Masculino","Setembro",5
2015,"Pernambuco","Masculino","Outubro",5
2015,"Pernambuco","Masculino","Novembro",7
2015,"Pernambuco","Masculino","Dezembro",11
2015,"Alagoas","Masculino","Janeiro",4
2015,"Alagoas","Masculino","Fevereiro",0
2015,"Alagoas","Masculino","Março",1
2015,"Alagoas","Masculino","Abril",0
2015,"Alagoas","Masculino","Maio",1
2015,"Alagoas","Masculino","Junho",1
2015,"Alagoas","Masculino","Julho",1
2015,"Alagoas","Masculino","Agosto",0
2015,"Alagoas","Masculino","Setembro",3
2015,"Alagoas","Masculino","Outubro",1
2015,"Alagoas","Masculino","Novembro",3
2015,"Alagoas","Masculino","Dezembro",4
2015,"Sergipe","Masculino","Janeiro",1
2015,"Sergipe","Masculino","Fevereiro",1
2015,"Sergipe","Masculino","Março",1
2015,"Sergipe","Masculino","Abril",0
2015,"Sergipe","Masculino","Maio",1
2015,"Sergipe","Masculino","Junho",1
2015,"Sergipe","Masculino","Julho",0
2015,"Sergipe","Masculino","Agosto",0
2015,"Sergipe","Masculino","Setembro",1
2015,"Sergipe","Masculino","Outubro",0
2015,"Sergipe","Masculino","Novembro",0
2015,"Sergipe","Masculino","Dezembro",1
2015,"Bahia","Masculino","Janeiro",2
2015,"Bahia","Masculino","Fevereiro",2
2015,"Bahia","Masculino","Março",5
2015,"Bahia","Masculino","Abril",5
2015,"Bahia","Masculino","Maio",7
2015,"Bahia","Masculino","Junho",6
2015,"Bahia","Masculino","Julho",4
2015,"Bahia","Masculino","Agosto",8
2015,"Bahia","Masculino","Setembro",4
2015,"Bahia","Masculino","Outubro",4
2015,"Bahia","Masculino","Novembro",6
2015,"Bahia","Masculino","Dezembro",3
2015,"Minas Gerais","Masculino","Janeiro",10
2015,"Minas Gerais","Masculino","Fevereiro",6
2015,"Minas Gerais","Masculino","Março",13
2015,"Minas Gerais","Masculino","Abril",11
2015,"Minas Gerais","Masculino","Maio",11
2015,"Minas Gerais","Masculino","Junho",12
2015,"Minas Gerais","Masculino","Julho",17
2015,"Minas Gerais","Masculino","Agosto",14
2015,"Minas Gerais","Masculino","Setembro",14
2015,"Minas Gerais","Masculino","Outubro",31
2015,"Minas Gerais","Masculino","Novembro",25
2015,"Minas Gerais","Masculino","Dezembro",13
2015,"Espírito Santo","Masculino","Janeiro",1
2015,"Espírito Santo","Masculino","Fevereiro",1
2015,"Espírito Santo","Masculino","Março",3
2015,"Espírito Santo","Masculino","Abril",3
2015,"Espírito Santo","Masculino","Maio",2
2015,"Espírito Santo","Masculino","Junho",1
2015,"Espírito Santo","Masculino","Julho",6
2015,"Espírito Santo","Masculino","Agosto",3
2015,"Espírito Santo","Masculino","Setembro",4
2015,"Espírito Santo","Masculino","Outubro",5
2015,"Espírito Santo","Masculino","Novembro",6
2015,"Espírito Santo","Masculino","Dezembro",7
2015,"Rio de Janeiro","Masculino","Janeiro",11
2015,"Rio de Janeiro","Masculino","Fevereiro",14
2015,"Rio de Janeiro","Masculino","Março",18
2015,"Rio de Janeiro","Masculino","Abril",23
2015,"Rio de Janeiro","Masculino","Maio",16
2015,"Rio de Janeiro","Masculino","Junho",23
2015,"Rio de Janeiro","Masculino","Julho",20
2015,"Rio de Janeiro","Masculino","Agosto",17
2015,"Rio de Janeiro","Masculino","Setembro",26
2015,"Rio de Janeiro","Masculino","Outubro",23
2015,"Rio de Janeiro","Masculino","Novembro",32
2015,"Rio de Janeiro","Masculino","Dezembro",52
2015,"São Paulo","Masculino","Janeiro",69
2015,"São Paulo","Masculino","Fevereiro",57
2015,"São Paulo","Masculino","Março",68
2015,"São Paulo","Masculino","Abril",64
2015,"São Paulo","Masculino","Maio",62
2015,"São Paulo","Masculino","Junho",69
2015,"São Paulo","Masculino","Julho",72
2015,"São Paulo","Masculino","Agosto",72
2015,"São Paulo","Masculino","Setembro",76
2015,"São Paulo","Masculino","Outubro",85
2015,"São Paulo","Masculino","Novembro",86
2015,"São Paulo","Masculino","Dezembro",78
2015,"Paraná","Masculino","Janeiro",14
2015,"Paraná","Masculino","Fevereiro",9
2015,"Paraná","Masculino","Março",7
2015,"Paraná","Masculino","Abril",17
2015,"Paraná","Masculino","Maio",16
2015,"Paraná","Masculino","Junho",10
2015,"Paraná","Masculino","Julho",13
2015,"Paraná","Masculino","Agosto",7
2015,"Paraná","Masculino","Setembro",17
2015,"Paraná","Masculino","Outubro",27
2015,"Paraná","Masculino","Novembro",12
