"ano","uf","genero","mes","numero"
2018,"Rondônia","Masculino","Janeiro",1
2018,"Rondônia","Masculino","Fevereiro",0
2018,"Rondônia","Masculino","Março",0
2018,"Rondônia","Masculino","Abril",1
2018,"Rondônia","Masculino","Maio",0
2018,"Rondônia","Masculino","Junho",0
2018,"Rondônia","Masculino","Julho",1
2018,"Rondônia","Masculino","Agosto",1
2018,"Rondônia","Masculino","Setembro",0
2018,"Rondônia","Masculino","Outubro",2
2018,"Rondônia","Masculino","Novembro",0
2018,"Rondônia","Masculino","Dezembro",0
2018,"Acre","Masculino","Janeiro",0
2018,"Acre","Masculino","Fevereiro",1
2018,"Acre","Masculino","Março",0
2018,"Acre","Masculino","Abril",0
2018,"Acre","Masculino","Maio",0
2018,"Acre","Masculino","Junho",0
2018,"Acre","Masculino","Julho",0
2018,"Acre","Masculino","Agosto",0
2018,"Acre","Masculino","Setembro",1
2018,"Acre","Masculino","Outubro",0
2018,"Acre","Masculino","Novembro",1
2018,"Acre","Masculino","Dezembro",3
2018,"Amazonas","Masculino","Janeiro",1
2018,"Amazonas","Masculino","Fevereiro",0
2018,"Amazonas","Masculino","Março",2
2018,"Amazonas","Masculino","Abril",0
2018,"Amazonas","Masculino","Maio",2
2018,"Amazonas","Masculino","Junho",2
2018,"Amazonas","Masculino","Julho",0
2018,"Amazonas","Masculino","Agosto",0
2018,"Amazonas","Masculino","Setembro",0
2018,"Amazonas","Masculino","Outubro",2
2018,"Amazonas","Masculino","Novembro",4
2018,"Amazonas","Masculino","Dezembro",5
2018,"Roraima","Masculino","Janeiro",0
2018,"Roraima","Masculino","Fevereiro",0
2018,"Roraima","Masculino","Março",0
2018,"Roraima","Masculino","Abril",0
2018,"Roraima","Masculino","Maio",0
2018,"Roraima","Masculino","Junho",0
2018,"Roraima","Masculino","Julho",0
2018,"Roraima","Masculino","Agosto",0
2018,"Roraima","Masculino","Setembro",1
2018,"Roraima","Masculino","Outubro",0
2018,"Roraima","Masculino","Novembro",0
2018,"Roraima","Masculino","Dezembro",0
2018,"Pará","Masculino","Janeiro",2
2018,"Pará","Masculino","Fevereiro",1
2018,"Pará","Masculino","Março",3
2018,"Pará","Masculino","Abril",0
2018,"Pará","Masculino","Maio",2
2018,"Pará","Masculino","Junho",1
2018,"Pará","Masculino","Julho",9
2018,"Pará","Masculino","Agosto",3
2018,"Pará","Masculino","Setembro",6
2018,"Pará","Masculino","Outubro",7
2018,"Pará","Masculino","Novembro",16
2018,"Pará","Masculino","Dezembro",39
2018,"Amapá","Masculino","Janeiro",0
