"ano","uf","genero","mes","numero"
2017,"Rondônia","Masculino","Janeiro",3
2017,"Rondônia","Masculino","Fevereiro",2
2017,"Rondônia","Masculino","Março",1
2017,"Rondônia","Masculino","Abril",1
2017,"Rondônia","Masculino","Maio",1
2017,"Rondônia","Masculino","Junho",1
2017,"Rondônia","Masculino","Julho",2
2017,"Rondônia","Masculino","Agosto",1
2017,"Rondônia","Masculino","Setembro",1
2017,"Rondônia","Masculino","Outubro",0
2017,"Rondônia","Masculino","Novembro",0
2017,"Rondônia","Masculino","Dezembro",0
2017,"Acre","Masculino","Janeiro",0
2017,"Acre","Masculino","Fevereiro",0
2017,"Acre","Masculino","Março",0
2017,"Acre","Masculino","Abril",0
2017,"Acre","Masculino","Maio",0
2017,"Acre","Masculino","Junho",0
2017,"Acre","Masculino","Julho",0
2017,"Acre","Masculino","Agosto",0
2017,"Acre","Masculino","Setembro",0
2017,"Acre","Masculino","Outubro",0
2017,"Acre","Masculino","Novembro",0
2017,"Acre","Masculino","Dezembro",3
2017,"Amazonas","Masculino","Janeiro",1
2017,"Amazonas","Masculino","Fevereiro",1
2017,"Amazonas","Masculino","Março",0
2017,"Amazonas","Masculino","Abril",0
2017,"Amazonas","Masculino","Maio",1
2017,"Amazonas","Masculino","Junho",0
2017,"Amazonas","Masculino","Julho",3
2017,"Amazonas","Masculino","Agosto",0
2017,"Amazonas","Masculino","Setembro",0
2017,"Amazonas","Masculino","Outubro",2
2017,"Amazonas","Masculino","Novembro",4
2017,"Amazonas","Masculino","Dezembro",1
2017,"Roraima","Masculino","Janeiro",1
2017,"Roraima","Masculino","Fevereiro",1
2017,"Roraima","Masculino","Março",2
2017,"Roraima","Masculino","Abril",0
2017,"Roraima","Masculino","Maio",0
2017,"Roraima","Masculino","Junho",0
2017,"Roraima","Masculino","Julho",0
2017,"Roraima","Masculino","Agosto",0
2017,"Roraima","Masculino","Setembro",0
2017,"Roraima","Masculino","Outubro",0
2017,"Roraima","Masculino","Novembro",0
2017,"Roraima","Masculino","Dezembro",2
2017,"Pará","Masculino","Janeiro",2
2017,"Pará","Masculino","Fevereiro",2
2017,"Pará","Masculino","Março",5
2017,"Pará","Masculino","Abril",0
2017,"Pará","Masculino","Maio",3
2017,"Pará","Masculino","Junho",2
2017,"Pará","Masculino","Julho",4
2017,"Pará","Masculino","Agosto",2
2017,"Pará","Masculino","Setembro",3
2017,"Pará","Masculino","Outubro",3
2017,"Pará","Masculino","Novembro",8
2017,"Pará","Masculino","Dezembro",4
2017,"Amapá","Masculino","Janeiro",0
2017,"Amapá","Masculino","Fevereiro",0
2017,"Amapá","Masculino","Março",0
2017,"Amapá","Masculino","Abril",0
2017,"Amapá","Masculino","Maio",0
2017,"Amapá","Masculino","Junho",0
2017,"Amapá","Masculino","Julho",0
2017,"Amapá","Masculino","Agosto",0
2017,"Amapá","Masculino","Setembro",0
2017,"Amapá","Masculino","Outubro",2
2017,"Amapá","Masculino","Novembro",1
2017,"Amapá","Masculino","Dezembro",0
2017,"Tocantins","Masculino","Janeiro",0
2017,"Tocantins","Masculino","Fevereiro",0
2017,"Tocantins","Masculino","Março",0
2017,"Tocantins","Masculino","Abril",0
2017,"Tocantins","Masculino","Maio",0
2017,"Tocantins","Masculino","Junho",0
2017,"Tocantins","Masculino","Julho",0
2017,"Tocantins","Masculino","Agosto",1
2017,"Tocantins","Masculino","Setembro",2
2017,"Tocantins","Masculino","Outubro",0
2017,"Tocantins","Masculino","Novembro",0
2017,"Tocantins","Masculino","Dezembro",1
2017,"Maranhão","Masculino","Janeiro",0
2017,"Maranhão","Masculino","Fevereiro",1
2017,"Maranhão","Masculino","Março",0
2017,"Maranhão","Masculino","Abril",2
2017,"Maranhão","Masculino","Maio",1
2017,"Maranhão","Masculino","Junho",0
2017,"Maranhão","Masculino","Julho",0
2017,"Maranhão","Masculino","Agosto",0
2017,"Maranhão","Masculino","Setembro",0
2017,"Maranhão","Masculino","Outubro",2
2017,"Maranhão","Masculino","Novembro",2
2017,"Maranhão","Masculino","Dezembro",2
2017,"Piauí","Masculino","Janeiro",0
2017,"Piauí","Masculino","Fevereiro",0
2017,"Piauí","Masculino","Março",0
2017,"Piauí","Masculino","Abril",0
2017,"Piauí","Masculino","Maio",0
2017,"Piauí","Masculino","Junho",0
2017,"Piauí","Masculino","Julho",0
2017,"Piauí","Masculino","Agosto",1
2017,"Piauí","Masculino","Setembro",0
