"ano","uf","genero","mes","numero"
2018,"Rondônia","Feminino","Janeiro",3
2018,"Rondônia","Feminino","Fevereiro",3
2018,"Rondônia","Feminino","Março",0
2018,"Rondônia","Feminino","Abril",0
2018,"Rondônia","Feminino","Maio",0
2018,"Rondônia","Feminino","Junho",0
2018,"Rondônia","Feminino","Julho",1
2018,"Rondônia","Feminino","Agosto",0
2018,"Rondônia","Feminino","Setembro",1
2018,"Rondônia","Feminino","Outubro",4
2018,"Rondônia","Feminino","Novembro",2
2018,"Rondônia","Feminino","Dezembro",4
2018,"Acre","Feminino","Janeiro",0
2018,"Acre","Feminino","Fevereiro",0
2018,"Acre","Feminino","Março",1
2018,"Acre","Feminino","Abril",1
2018,"Acre","Feminino","Maio",1
2018,"Acre","Feminino","Junho",0
2018,"Acre","Feminino","Julho",1
2018,"Acre","Feminino","Agosto",0
2018,"Acre","Feminino","Setembro",0
2018,"Acre","Feminino","Outubro",0
2018,"Acre","Feminino","Novembro",0
2018,"Acre","Feminino","Dezembro",8
2018,"Amazonas","Feminino","Janeiro",1
2018,"Amazonas","Feminino","Fevereiro",1
2018,"Amazonas","Feminino","Março",5
2018,"Amazonas","Feminino","Abril",0
2018,"Amazonas","Feminino","Maio",2
2018,"Amazonas","Feminino","Junho",3
2018,"Amazonas","Feminino","Julho",0
2018,"Amazonas","Feminino","Agosto",1
2018,"Amazonas","Feminino","Setembro",3
2018,"Amazonas","Feminino","Outubro",1
2018,"Amazonas","Feminino","Novembro",3
2018,"Amazonas","Feminino","Dezembro",11
2018,"Roraima","Feminino","Janeiro",0
2018,"Roraima","Feminino","Fevereiro",0
2018,"Roraima","Feminino","Março",0
2018,"Roraima","Feminino","Abril",0
2018,"Roraima","Feminino","Maio",0
2018,"Roraima","Feminino","Junho",0
2018,"Roraima","Feminino","Julho",0
2018,"Roraima","Feminino","Agosto",0
2018,"Roraima","Feminino","Setembro",0
2018,"Roraima","Feminino","Outubro",1
2018,"Roraima","Feminino","Novembro",1
2018,"Roraima","Feminino","Dezembro",2
2018,"Pará","Feminino","Janeiro",3
2018,"Pará","Feminino","Fevereiro",1
2018,"Pará","Feminino","Março",2
2018,"Pará","Feminino","Abril",3
2018,"Pará","Feminino","Maio",5
2018,"Pará","Feminino","Junho",3
2018,"Pará","Feminino","Julho",4
2018,"Pará","Feminino","Agosto",8
2018,"Pará","Feminino","Setembro",3
2018,"Pará","Feminino","Outubro",9
2018,"Pará","Feminino","Novembro",5
2018,"Pará","Feminino","Dezembro",66
2018,"Amapá","Feminino","Janeiro",0
2018,"Amapá","Feminino","Fevereiro",0
2018,"Amapá","Feminino","Março",1
2018,"Amapá","Feminino","Abril",0
2018,"Amapá","Feminino","Maio",1
2018,"Amapá","Feminino","Junho",0
2018,"Amapá","Feminino","Julho",0
2018,"Amapá","Feminino","Agosto",0
2018,"Amapá","Feminino","Setembro",1
2018,"Amapá","Feminino","Outubro",0
2018,"Amapá","Feminino","Novembro",0
2018,"Amapá","Feminino","Dezembro",4
2018,"Tocantins","Feminino","Janeiro",0
2018,"Tocantins","Feminino","Fevereiro",0
2018,"Tocantins","Feminino","Março",0
2018,"Tocantins","Feminino","Abril",0
2018,"Tocantins","Feminino","Maio",0
2018,"Tocantins","Feminino","Junho",2
2018,"Tocantins","Feminino","Julho",0
2018,"Tocantins","Feminino","Agosto",1
2018,"Tocantins","Feminino","Setembro",0
2018,"Tocantins","Feminino","Outubro",0
2018,"Tocantins","Feminino","Novembro",0
2018,"Tocantins","Feminino","Dezembro",8
2018,"Maranhão","Feminino","Janeiro",1
2018,"Maranhão","Feminino","Fevereiro",0
2018,"Maranhão","Feminino","Março",1
2018,"Maranhão","Feminino","Abril",1
2018,"Maranhão","Feminino","Maio",1
