"ano","uf","genero","mes","numero"
2017,"Rondônia","Feminino","Janeiro",0
2017,"Rondônia","Feminino","Fevereiro",1
2017,"Rondônia","Feminino","Março",1
2017,"Rondônia","Feminino","Abril",0
2017,"Rondônia","Feminino","Maio",2
2017,"Rondônia","Feminino","Junho",1
2017,"Rondônia","Feminino","Julho",0
2017,"Rondônia","Feminino","Agosto",0
2017,"Rondônia","Feminino","Setembro",1
2017,"Rondônia","Feminino","Outubro",0
2017,"Rondônia","Feminino","Novembro",2
2017,"Rondônia","Feminino","Dezembro",2
2017,"Acre","Feminino","Janeiro",1
2017,"Acre","Feminino","Fevereiro",0
2017,"Acre","Feminino","Março",0
2017,"Acre","Feminino","Abril",1
2017,"Acre","Feminino","Maio",1
2017,"Acre","Feminino","Junho",1
2017,"Acre","Feminino","Julho",1
2017,"Acre","Feminino","Agosto",0
2017,"Acre","Feminino","Setembro",0
2017,"Acre","Feminino","Outubro",0
2017,"Acre","Feminino","Novembro",1
2017,"Acre","Feminino","Dezembro",10
2017,"Amazonas","Feminino","Janeiro",2
2017,"Amazonas","Feminino","Fevereiro",0
2017,"Amazonas","Feminino","Março",0
2017,"Amazonas","Feminino","Abril",0
2017,"Amazonas","Feminino","Maio",1
2017,"Amazonas","Feminino","Junho",3
2017,"Amazonas","Feminino","Julho",1
2017,"Amazonas","Feminino","Agosto",0
2017,"Amazonas","Feminino","Setembro",5
2017,"Amazonas","Feminino","Outubro",2
2017,"Amazonas","Feminino","Novembro",1
2017,"Amazonas","Feminino","Dezembro",7
2017,"Roraima","Feminino","Janeiro",0
2017,"Roraima","Feminino","Fevereiro",1
2017,"Roraima","Feminino","Março",2
2017,"Roraima","Feminino","Abril",0
2017,"Roraima","Feminino","Maio",1
2017,"Roraima","Feminino","Junho",0
2017,"Roraima","Feminino","Julho",0
2017,"Roraima","Feminino","Agosto",0
2017,"Roraima","Feminino","Setembro",0
2017,"Roraima","Feminino","Outubro",0
2017,"Roraima","Feminino","Novembro",1
2017,"Roraima","Feminino","Dezembro",0
2017,"Pará","Feminino","Janeiro",3
2017,"Pará","Feminino","Fevereiro",4
2017,"Pará","Feminino","Março",5
2017,"Pará","Feminino","Abril",4
2017,"Pará","Feminino","Maio",5
2017,"Pará","Feminino","Junho",4
2017,"Pará","Feminino","Julho",3
2017,"Pará","Feminino","Agosto",5
2017,"Pará","Feminino","Setembro",3
2017,"Pará","Feminino","Outubro",2
2017,"Pará","Feminino","Novembro",21
2017,"Pará","Feminino","Dezembro",3
2017,"Amapá","Feminino","Janeiro",1
2017,"Amapá","Feminino","Fevereiro",1
2017,"Amapá","Feminino","Março",0
2017,"Amapá","Feminino","Abril",0
2017,"Amapá","Feminino","Maio",0
2017,"Amapá","Feminino","Junho",0
2017,"Amapá","Feminino","Julho",0
2017,"Amapá","Feminino","Agosto",1
2017,"Amapá","Feminino","Setembro",1
2017,"Amapá","Feminino","Outubro",1
2017,"Amapá","Feminino","Novembro",1
2017,"Amapá","Feminino","Dezembro",1
2017,"Tocantins","Feminino","Janeiro",2
2017,"Tocantins","Feminino","Fevereiro",0
2017,"Tocantins","Feminino","Março",0
2017,"Tocantins","Feminino","Abril",0
2017,"Tocantins","Feminino","Maio",1
2017,"Tocantins","Feminino","Junho",0
2017,"Tocantins","Feminino","Julho",2
2017,"Tocantins","Feminino","Agosto",0
2017,"Tocantins","Feminino","Setembro",0
2017,"Tocantins","Feminino","Outubro",0
2017,"Tocantins","Feminino","Novembro",2
2017,"Tocantins","Feminino","Dezembro",0
2017,"Maranhão","Feminino","Janeiro",0
2017,"Maranhão","Feminino","Fevereiro",0
2017,"Maranhão","Feminino","Março",0
2017,"Maranhão","Feminino","Abril",0
2017,"Maranhão","Feminino","Maio",0
2017,"Maranhão","Feminino","Junho",0
2017,"Maranhão","Feminino","Julho",2
2017,"Maranhão","Feminino","Agosto",0
2017,"Maranhão","Feminino","Setembro",0
2017,"Maranhão","Feminino","Outubro",0
2017,"Maranhão","Feminino","Novembro",1
2017,"Maranhão","Feminino","Dezembro",1
2017,"Piauí","Feminino","Janeiro",2
2017,"Piauí","Feminino","Fevereiro",5
2017,"Piauí","Feminino","Março",2
2017,"Piauí","Feminino","Abril",0
2017,"Piauí","Feminino","Maio",3
2017,"Piauí","Feminino","Junho",1
2017,"Piauí","Feminino","Julho",2
2017,"Piauí","Feminino","Agosto",1
2017,"Piauí","Feminino","Setembro",1
2017,"Piauí","Feminino","Outubro",0
2017,"Piauí","Feminino","Novembro",1
2017,"Piauí","Feminino","Dezembro",0
2017,"Ceará","Feminino","Janeiro",8
2017,"Ceará","Feminino","Fevereiro",5
2017,"Ceará","Feminino","Março",8
2017,"Ceará","Feminino","Abril",8
2017,"Ceará","Feminino","Maio",9
2017,"Ceará","Feminino","Junho",14
2017,"Ceará","Feminino","Julho",11
2017,"Ceará","Feminino","Agosto",5
2017,"Ceará","Feminino","Setembro",14
2017,"Ceará","Feminino","Outubro",17
2017,"Ceará","Feminino","Novembro",11
2017,"Ceará","Feminino","Dezembro",15
2017,"Rio Grande do Norte","Feminino","Janeiro",0
2017,"Rio Grande do Norte","Feminino","Fevereiro",4
2017,"Rio Grande do Norte","Feminino","Março",7
2017,"Rio Grande do Norte","Feminino","Abril",6
2017,"Rio Grande do Norte","Feminino","Maio",6
2017,"Rio Grande do Norte","Feminino","Junho",3
2017,"Rio Grande do Norte","Feminino","Julho",5
2017,"Rio Grande do Norte","Feminino","Agosto",2
2017,"Rio Grande do Norte","Feminino","Setembro",3
2017,"Rio Grande do Norte","Feminino","Outubro",4
2017,"Rio Grande do Norte","Feminino","Novembro",4
2017,"Rio Grande do Norte","Feminino","Dezembro",4
2017,"Paraíba","Feminino","Janeiro",3
2017,"Paraíba","Feminino","Fevereiro",3
2017,"Paraíba","Feminino","Março",3
2017,"Paraíba","Feminino","Abril",3
2017,"Paraíba","Feminino","Maio",7
2017,"Paraíba","Feminino","Junho",5
2017,"Paraíba","Feminino","Julho",3
2017,"Paraíba","Feminino","Agosto",2
2017,"Paraíba","Feminino","Setembro",2
2017,"Paraíba","Feminino","Outubro",2
2017,"Paraíba","Feminino","Novembro",2
2017,"Paraíba","Feminino","Dezembro",5
2017,"Pernambuco","Feminino","Janeiro",5
2017,"Pernambuco","Feminino","Fevereiro",10
2017,"Pernambuco","Feminino","Março",13
2017,"Pernambuco","Feminino","Abril",6
2017,"Pernambuco","Feminino","Maio",8
2017,"Pernambuco","Feminino","Junho",3
2017,"Pernambuco","Feminino","Julho",8
2017,"Pernambuco","Feminino","Agosto",9
2017,"Pernambuco","Feminino","Setembro",9
